Row Labels,Average of lat,Average of lon,Sum of Valuation,Sum of Fee Amount,Size
A002 - Against All Odds 1 Carousel Center Dr,-76.17397479,43.0697886,1425,276,2
219 Lockwood Rd,-76.08791298,43.03870644,1432,55,2
132 Greenland Dr,-76.14130897,43.07319779,1433,25,2
275-77 Seneca Tnpk W & Academy G,-76.15016716,43.00115051,1438,169,2
212-14 Walton St To Fayette St W,-76.15649959,43.04821636,1447.18,85,2
109 Catawba St,-76.15536979,43.06151769,1450,87,2
1208-24 Genesee St W To Dewey Ave,-76.17715302,43.05433356,1450,172,2
124 Hertford St,-76.1239912,43.02867504,1450,55,2
1614 Lodi St & Division St E,-76.15032674,43.06168218,1450,133,2
213 Graves St,-76.14074945,43.06149671,1450,89,2
427 Winkworth Pkwy,-76.19834147,43.02505839,1450,56,2
524 Gifford St,-76.16526964,43.04336604,1450,140,2
635 Helen St,-76.13612923,43.07036042,1450,55,2
517-19 Durston Ave,-76.12824303,43.07212448,1465,54,2
340 Colvin St W,-76.14934746,43.02478682,1475,55,2
300-04 Warren St S & Fayette St E,-76.15141886,43.04846113,1477.55,105,2
106 Townsend Pl,-76.14986324,43.05919752,1480,58,2
1730 Valley Dr & Merritt Ave,-76.15373445,42.9991393,1480,55,2
264 Hickok Ave,-76.11448968,43.06406491,1485,55,2
134 Ball Cir,-76.13318608,43.0118441,1488.23,71,2
1106 Meadowbrook Dr,-76.10995391,43.03644361,1490,56,2
320 Rugby Rd,-76.12622187,43.06767133,1490,56,2
101-03 Geddes St N & Erie Blvd W,-76.17174642,43.04830574,1496,239,2
1203 Milton Ave,-76.19762781,43.05866254,1499,108,2
101 Killian Dr,-76.09503784,43.03735772,1500,54,2
1011 Onondaga St W,-76.16809221,43.03379555,1500,80,2
1015 Salt Springs Rd,-76.09721943,43.04755934,1500,55,2
1015 Spring St,-76.15458147,43.06958962,1500,54,2
1018 Sunnycrest Rd,-76.10290459,43.06168173,1500,55,2
102 Dougall Ave,-76.14103871,43.02552981,1500,55,2
102 Jerome St,-76.11831016,43.03335535,1500,55,2
102 Wilson Pl,-76.08419886,43.041214,1500,74,2
1020 Madison St,-76.13189728,43.04508165,1500,55,2
103 Lawrence St,-76.15038279,43.06874752,1500,62,2
1036 Meadowbrook Dr,-76.11054519,43.03567026,1500,80,2
104 Elmhurst Ave,-76.15651093,43.02106207,1500,54,2
104 Herkimer St,-76.18956659,43.05467366,1500,54,2
1044 Velasko Rd & Glenwood Ave,-76.18590802,43.02615,1500,54,2
106 Putnam St,-76.16797066,43.03483921,1500,68,2
107 Diana Ave,-76.12853178,43.01490124,1500,55,2
107 Judson St,-76.12201112,43.04108496,1500,55,2
107 Orwood Pl,-76.13763398,43.08030249,1500,68,2
108 Jefferson St W #C1,-76.153029,43.047235,1500,163,2
108 Knaul St,-76.14300181,43.06608902,1500,68,2
109 Lowell Ave S,-76.18135256,43.04756662,1500,55,2
110 Crescent Ave,-76.1590815,43.02868656,1500,68,2
110 Dundee Dr,-76.18757922,43.02753595,1500,54,2
1110 Colvin St E,-76.13155319,43.02452104,1500,55,2
112 Delray Ave,-76.10341224,43.0494592,1500,68,2
112 Merrill St,-76.14942776,43.08126658,1500,55,2
1124 Fayette St E,-76.13298488,43.04814634,1500,25,2
114 Knaul St,-76.14260513,43.06611903,1500,54,2
114 Pharis St,-76.19050969,43.05516243,1500,68,2
1148 Glencove Rd S,-76.09710613,43.06383658,1500,54,2
115 Paul Ave,-76.11959338,43.06781934,1500,68,2
115 Terrace Rd,-76.12536164,43.03246269,1500,58,2
1151 Teall Ave,-76.12318795,43.06231665,1500,68,2
116 Fordland Ave,-76.15096012,43.07695521,1500,68,2
116 Tejah Ave,-76.12479746,43.01364386,1500,54,2
117 Crestview Dr,-76.15876529,42.99951762,1500,54,2
118 Lamson St,-76.09997948,43.07012774,1500,55,2
118 Munson Dr,-76.14062652,42.99830218,1500,54,2
119 Douglas St,-76.14339786,43.05885616,1500,56,2
119 Wilbur Ave N Rear,-76.181066,43.049295,1500,58,2
120 Wolcott Terr & Fairdale A,-76.18410716,43.02719769,1500,54,2
1200 Euclid Ave & Westmoreland,-76.11409166,43.03670393,1500,55,2
1201 Madison St & Ostrom Ave,-76.1291957,43.04550678,1500,55,2
1203 First North St,-76.15662194,43.0717767,1500,55,2
1203 Spring St,-76.15751171,43.07072722,1500,83,2
121 Austin Ave,-76.18838167,43.02994179,1500,54,2
121 Court Terr,-76.15366264,43.07360528,1500,68,2
121 Martin St,-76.14834107,43.07818777,1500,54,2
121 Ruskin Ave,-76.16898225,43.03119182,1500,55,2
122 Bungalow Terr,-76.18587897,43.03078144,1500,68,2
122 Warham St,-76.1441433,43.07157479,1500,55,2
1240 Court St,-76.14923755,43.07659034,1500,55,2
125 Oak St,-76.1338867,43.05357696,1500,68,2
126 Doll Pkwy & Demong Dr,-76.08815598,43.04421981,1500,55,2
127 Kenwood Ave,-76.14947577,43.07779362,1500,55,2
128 Hickok Ave,-76.11479928,43.06749125,1500,54,2
128 Lorraine Ave,-76.13284524,43.02432179,1500,54,2
13 Brattle Rd,-76.13101286,43.06318116,1500,55,2
1308 Stolp Ave,-76.1836872,43.0299709,1500,55,2
1309 State St N,-76.15801859,43.06350788,1500,68,2
1319 Highland St,-76.142601,43.07109323,1500,55,2
132 Geddes St N,-76.17064111,43.04971117,1500,55,2
132-34 Mckinley Ave,-76.14343102,43.02375339,1500,66,2
133 Cortland Pl,-76.15240964,43.00354244,1500,68,2
133 Mckinley Ave,-76.14364349,43.02425714,1500,0,2
135 Elmwood Ave,-76.16413981,43.01746418,1500,55,2
135 Fenway Dr,-76.11070854,43.04971736,1500,74,2
137 Oakdale Dr,-76.15711612,43.00669264,1500,54,2
138 Cordova St & Springbrook,-76.13934517,43.00607612,1500,55,2
140 Wadsworth St,-76.13894051,43.07032259,1500,68,2
1415 Oak St,-76.13734129,43.07150337,1500,74,2
1416 Lemoyne Ave,-76.15092862,43.08157842,1500,68,2
1416-18 Valley Dr,-76.15453819,43.00393435,1500,54,2
142 Camp Ave,-76.15809992,43.00818366,1500,68,2
142 Maxwell Ave,-76.15716592,43.0063267,1500,68,2
143 Highland Ave,-76.13927467,43.05971089,1500,54,2
143 Richfield Ave,-76.14315415,42.9892133,1500,54,2
1432 Comstock Ave & Butler St,-76.12889586,43.01813356,1500,55,2
144 Fenway Dr,-76.11133575,43.04945046,1500,68,2
146 Whittier Ave,-76.18014842,43.04630437,1500,54,2
147 Hastings Pl,-76.11786131,43.06598709,1500,55,2
148 Mayar St,-76.1373458,43.0737717,1500,68,2
148 Sunhill Terr,-76.18994052,43.02923554,1500,68,2
149 Lynhurst Ave W,-76.14345321,43.01488577,1500,121,2
1509 Burnet Ave,-76.1164851,43.05610009,1500,52,2
1514 Spring St,-76.16208348,43.07328292,1500,93,2
1517 Spring St,-76.16267736,43.07280825,1500,55,2
153 Durston Ave,-76.12778178,43.06469228,1500,55,2
153 Minerva St,-76.14494781,43.00266494,1500,54,2
153 Ruth Ave,-76.13123593,43.02247081,1500,55,2
157 Shotwell Pk,-76.1152015,43.06582081,1500,56,2
161 Brighton Ave W,-76.14571741,43.02005668,1500,62,2
162 Anderson Ave,-76.14561405,43.00803967,1500,68,2
1621 Genesee St W,-76.18807371,43.05209169,1500,186,2
163 Wiman Ave,-76.15323301,43.0148033,1500,68,2
164 Berger Ave,-76.15477054,43.01468471,1500,68,2
165 Searlwyn Rd,-76.14181512,42.99172089,1500,25,2
168 Spaulding Ave & Long Mead,-76.14703317,42.98723206,1500,58,2
170 Mather St,-76.12877486,43.05449948,1500,68,2
1723 Grant Blvd,-76.14039097,43.07190995,1500,68,2
176 Mountainview Ave,-76.10499452,43.04995926,1500,64,2
181 Harwood Ave,-76.10084458,43.04846113,1500,68,2
1810 Park St & Washington Sq,-76.16387653,43.07090109,1500,142,2
189 Clifton Pl,-76.11675733,43.0649813,1500,55,2
1901 James St & Rugby Rd,-76.12055044,43.06660735,1500,108,2
1902 Lodi St,-76.15239556,43.06293725,1500,104,2
1929-31 Genesee St E,-76.12070177,43.04592671,1500,127,2
201 Summit Ave,-76.16606228,43.0314071,1500,55,2
203 First North St,-76.14577359,43.06759707,1500,68,2
204 Edwards Ave S,-76.10683942,43.06602496,1500,55,2
204 Hickok Ave,-76.11463848,43.06571169,1500,55,2
204 Pharis St,-76.19112964,43.05600846,1500,68,2
205 Comstock Ave,-76.1305479,43.04484107,1500,225,2
206 Hancock Dr To Glenwood Av,-76.17754711,43.02148163,1500,54,2
206 Woodlawn Terr,-76.13117303,43.07167244,1500,55,2
207 Marlborough Rd,-76.11259003,43.07011267,1500,55,2
208 Beecher St,-76.1408601,43.06047081,1500,55,2
208 Rowland St,-76.17306849,43.03586189,1500,80,2
210 Sixth North St,-76.15807534,43.08111851,1500,25,2
211 Gere Ave,-76.19825399,43.05775117,1500,56,2
211 Shuart Ave To Dorothy St,-76.1281462,43.06083683,1500,55,2
212 Coleridge Ave,-76.18093786,43.04508146,1500,55,2
212 Huntley St,-76.13915957,43.07754863,1500,54,2
214-34 King St & Oneida St,-76.15438903,43.03729514,1500,96,2
215 Erickson St,-76.09584639,43.06145427,1500,54,2
215 Grumbach Ave,-76.14029831,43.06484145,1500,62,2
215 Hixson Ave,-76.1202125,43.0639254,1500,68,2
215 Walton St,-76.15657458,43.04772137,1500,215,2
216-18 Tompkins St & Crysler St,-76.18164542,43.04832199,1500,54,2
217 Grand Ave,-76.1751727,43.03907051,1500,56,2
217 Woodlawn Terr,-76.13188569,43.07192174,1500,55,2
218 Edgemont Dr,-76.08767928,43.03919637,1500,68,2
218-20 Elk St,-76.14162482,43.02478099,1500,56,2
219 Florence Ave E,-76.14149655,43.00719874,1500,80,2
219 Rigi Ave,-76.10498108,43.07139721,1500,55,2
220 Cleveland Ave,-76.14521128,43.07013675,1500,74,2
221 Milburn Dr,-76.15093353,43.00369058,1500,68,2
2217 Geddes St S,-76.17416555,43.02017135,1500,68,2
2230 Park St,-76.17299503,43.07657986,1500,210,2
225 Edwards Ave S,-76.10605079,43.06551218,1500,56,2
229 Boston St,-76.09057531,43.06613854,1500,68,2
229 Marlborough Rd To Hazelhu,-76.11276691,43.07074223,1500,55,2
230 Cleveland Ave,-76.14491645,43.07053454,1500,55,2
230 Euclid Ave & Ostrom Ave,-76.12873741,43.03599926,1500,69,2
232 Edwards Ave N,-76.10666155,43.0717043,1500,54,2
232-34 Comstock Pl,-76.12804493,43.04589666,1500,52,2
234 Pleasant Ave W,-76.14762467,43.01679484,1500,68,2
235 Garfield Ave & Glass Ter,-76.14218206,43.02857585,1500,62,2
2366-74 James St,-76.1136228,43.06814808,1500,92,2
237 Fenway Dr,-76.11045976,43.04701496,1500,68,2
2378-90 James St & Stafford Ave,-76.11339116,43.06792438,1500,92,2
242 Bruce St,-76.11237268,43.04926316,1500,52,2
247 Greenwood Pl,-76.12252121,43.04109291,1500,54,2
251 Belle Ave,-76.14755531,43.01103619,1500,80,2
257 Fitch St,-76.1730777,43.03764959,1500,77,2
2708 Lodi St,-76.16532497,43.06865409,1500,95,2
274-76 Leon St,-76.14370948,43.03227634,1500,55,2
2924-30 James St,-76.105536,43.068712,1500,95,2
300 Seeley Rd & Hazelwood Ave,-76.10456409,43.0509392,1500,52,2
300 Waverly Ave Rear,-76.13220212,43.03999243,1500,170,2
301 Park Ave & Matty Ave & Wi,-76.16350395,43.05128234,1500,69,2
302 Martin St,-76.15200538,43.08194062,1500,54,2
302 Rugby Rd,-76.12447605,43.06802858,1500,54,2
305 Berkeley Dr,-76.12646734,43.03137731,1500,56,2
306 Berkeley Dr,-76.12734297,43.0314221,1500,54,2
306 Jamesville Ave,-76.13589126,43.02382987,1500,54,2
307 Genesee Pkwy E,-76.08970266,43.04280515,1500,56,2
308 Strathmore Dr,-76.17364433,43.02042922,1500,56,2
309 Farmer St,-76.1329156,43.06471977,1500,54,2
310 Berkeley Dr,-76.12732414,43.03121678,1500,54,2
310 Dewitt St,-76.13373899,43.06378605,1500,54,2
310 Midland Ave,-76.15675162,43.03786784,1500,68,2
311 Schuyler St,-76.18487347,43.04966585,1500,55,2
312 Woodbine Ave,-76.11031076,43.06337061,1500,74,2
313-15 Seventh North St,-76.1547053,43.08013964,1500,56,2
314 Apple St,-76.17759203,43.05140793,1500,58,2
316 Fellows Ave,-76.11595413,43.03844954,1500,55,2
325 Ballantyne Rd & Midland A,-76.14769073,43.01022256,1500,55,2
326 Barrington Rd & Manor Dr,-76.08319109,43.04125545,1500,55,2
326 Hatch St,-76.1530776,43.01985347,1500,68,2
327 Glenwood Ave,-76.16686486,43.01955924,1500,54,2
327-35 Water St E & State St S &,-76.1480941,43.05056857,1500,170,2
330 Florence Ave E,-76.13991076,43.00683317,1500,68,2
330-32 Kirk Ave,-76.15409447,43.02815587,1500,54,2
334 Collingwood Ave N,-76.10786073,43.07464063,1500,64,2
334 Lillian Ave,-76.11080805,43.07143695,1500,54,2
335 Lafayette Rd,-76.12997628,42.99318016,1500,300,2
337 Forest Hill Dr,-76.1107682,43.06268921,1500,55,2
341 Primrose Ave,-76.15005016,43.01440299,1500,68,2
3434 Burnet Ave,-76.0896896,43.06107486,1500,54,2
349 Primrose Ave,-76.15034881,43.01439066,1500,68,2
357 Edwards Ave N,-76.10747876,43.07516037,1500,54,2
372 Wainwright Ave & Rivoli A,-76.13377615,43.07866541,1500,54,2
400 Englewood Ave,-76.1580705,43.00437376,1500,54,2
401 Hillsboro Pkwy,-76.08899635,43.04064538,1500,54,2
404 Elm St,-76.13037988,43.05578431,1500,58,2
405-07 Craddock St,-76.16271075,43.02016557,1500,55,2
411 Elliott St,-76.17565852,43.03465108,1500,62,2
411 Ulster St,-76.18532032,43.0477977,1500,87,2
415 Stratford St,-76.12525158,43.03437048,1500,56,2
416 Darlington Rd,-76.13657638,43.07781049,1500,58,2
418 Pearl St,-76.15119564,43.05457487,1500,185,2
418-20 Delaware St,-76.16909998,43.0372956,1500,62,2
435 Whittier Ave,-76.18593754,43.04353446,1500,55,2
440-42 Kirk Ave,-76.155955,43.02775426,1500,52,2
441 Kirkpatrick St W,-76.16823872,43.05768054,1500,178,2
448 Plymouth Dr,-76.0991613,43.06279521,1500,54,2
478 Lillian Ave,-76.11113691,43.07558112,1500,54,2
502 University Ave,-76.1350951,43.04494593,1500,190,2
504 Allen St,-76.1174486,43.04316496,1500,58,2
507 Dakin St,-76.11086682,43.05081105,1500,54,2
509 Rowland St,-76.17954117,43.03536982,1500,54,2
513 Boyden St,-76.11905991,43.06149483,1500,55,2
515 Danforth St,-76.1574877,43.06759789,1500,25,2
519 Lynch Ave,-76.1700615,43.01420409,1500,68,2
523-25 Hudson St & Cresent Ave,-76.15931883,43.02865828,1500,68,2
524 Genesee St W & Plum St,-76.16004214,43.05365674,1500,95,2
531 Court St,-76.15732605,43.07057691,1500,186,2
542 Cortland Ave,-76.15774056,43.0292657,1500,66,2
604 Onondaga St W,-76.16011529,43.03922868,1500,90,2
608 Bear St,-76.1590564,43.0723367,1500,54,2
608 Danforth St,-76.15585936,43.06846481,1500,54,2
610 Danforth St & Carbon St,-76.15574089,43.06862371,1500,54,2
611 Salt Springs Rd,-76.10575169,43.04613886,1500,68,2
613 Rowland St,-76.18110571,43.0352948,1500,123,2
615 Park Ave,-76.16815319,43.05154393,1500,144,2
619 Oneida St,-76.15251721,43.03733672,1500,170,2
625 Park St,-76.14362723,43.0625291,1500,55,2
627 Genesee St W,-76.16152813,43.05295527,1500,79,2
632 Jamesville Ave,-76.13228813,43.01943999,1500,124,2
639 Ballantyne Rd,-76.15141923,43.01002285,1500,68,2
700 Pond St & Spring St,-76.15002968,43.06772069,1500,55,2
706 Arthur St,-76.17755407,43.03021557,1500,68,2
710 Kirkpatrick St & Lawrence,-76.15245212,43.06999982,1500,93,2
713 Oak St & Park St,-76.13678312,43.06300606,1500,50,2
715 Mcbride St N,-76.14820723,43.05745696,1500,66,2
716-18 Pond St & Gilbert Ave,-76.14944011,43.06851174,1500,70,2
721 First North St,-76.15106603,43.06971877,1500,54,2
723-25 Schuyler St,-76.19272984,43.04652921,1500,55,2
731-33 Crouse Ave S,-76.13661406,43.04183813,1500,210,2
754 Stinard Ave & Arden Dr,-76.17385406,43.02161045,1500,54,2
754-56 South Ave & Marginal St,-76.15950599,43.03073922,1500,163,2
802 Park St,-76.14526723,43.06354844,1500,112,2
805 Emerson Ave,-76.19078013,43.05619338,1500,80,2
815 Ballantyne Rd,-76.15337625,43.00969399,1500,54,2
829 Maryland Ave,-76.12017092,43.03582492,1500,62,2
852 Westmoreland Ave,-76.11471849,43.037912,1500,55,2
902 Darlington Rd & Wilmore P,-76.13971167,43.08108457,1500,54,2
904-06 Lancaster Ave,-76.12364601,43.03394944,1500,54,2
908-10 Oak St,-76.136182,43.0646411,1500,56,2
909 State St N To Oswego Blvd,-76.15446192,43.05896783,1500,54,2
921 Cumberland Ave,-76.11264592,43.02853575,1500,55,2
923 Park Ave,-76.17869887,43.05186629,1500,55,2
B104 - American Eagle 1 Carousel Center Dr,-76.17397479,43.0697886,1500,306,2
FC05 - Cajun Cafe 1 Carousel Center Dr,-76.17397479,43.0697886,1500,294,2
Unit 3 1621 Genesee St W,-76.18807371,43.05209169,1500,80,2
Unit 4 609 Kirkpatrick St,-76.15443658,43.06890874,1500,92,2
113 Comstock Pl,-76.1303863,43.04641958,1504.12,69,2
130-32 Mather St,-76.12869573,43.05345983,1511,55,2
207 Crescent Ave & Kennedy St,-76.16044472,43.02829161,1520,55,2
2204-30 Erie Blvd E & Beattie St,-76.10834759,43.05240497,1520,77,2
4320 Salina St S,-76.14400041,43.00634323,1535,303,2
146 Richfield Ave,-76.14293306,42.98871501,1538,55,2
861 Hiawatha Blvd W & Spencer,-76.17940128,43.05917571,1538.42,85,2
1020-22 Oak St,-76.13628816,43.06624711,1541,58,2
138 Elmhurst Ave & Bishop Ave,-76.15830192,43.02101862,1550,282,2
231-33 Seneca Dr,-76.13995093,43.00325166,1550,148,2
324-326 Grant Ave,-76.17680047,43.03202249,1550,55,2
3000-02 James St & Midler Ave S,-76.10524926,43.06859485,1559,159,2
225 Lockwood Rd,-76.08724944,43.03873216,1566,55,2
349 Edwards Ave S,-76.10578722,43.06259369,1572,55,2
Academic Bldg 426 Ostrom Ave,-76.12966772,43.04201902,1572,67,2
602 Summit Ave,-76.16635453,43.02246026,1573,55,2
124-26 Martin Luthr King W,-76.15039602,43.03294779,1579,210,2
2120 Geddes St S,-76.17588612,43.0237889,1589,273,2
130 Kimber Ave,-76.15508589,43.00374825,1599,107,2
136 Walton St,-76.15548635,43.0480757,1599,170,2
325 Lexington Ave,-76.11807763,43.04738419,1599,120,2
1006 Sunnycrest Rd,-76.10326307,43.06166488,1600,58,2
102 Village Dr & Edtim Rd,-76.11667314,43.07061206,1600,370,2
111-13 Sunset Ave & Basin St,-76.15881688,43.06424426,1600,25,2
114 Hawthorne St & Columbus A,-76.12140541,43.04368442,1600,78,2
117 Kirk Ave,-76.14914903,43.02892356,1600,79,2
119 Sedgwick Rd,-76.13219526,43.06889032,1600,79,2
121-25 Academy Green Rear,-76.14978305,42.99976412,1600,62,2
127 Walrath Rd,-76.14128416,43.01114361,1600,107,2
134-36 Fernwood Ave,-76.1486698,43.02298609,1600,62,2
1402 Lancaster Ave & York St,-76.12263883,43.02601754,1600,55,2
153 Strong Ave,-76.11746586,43.03754337,1600,40,2
177 Florence Ave W,-76.14679085,43.00666998,1600,54,2
1817 Grant Blvd,-76.14083908,43.07188817,1600,58,2
201 Lynch Ave,-76.16589787,43.01441564,1600,110,2
203 Allen St,-76.11721278,43.04789779,1600,80,2
211 Hurlburt Rd,-76.10064117,43.04065161,1600,52,2
211-13 Durston Ave,-76.12795282,43.06660881,1600,55,2
214 Clifton Pl,-76.11722674,43.06335838,1600,66,2
271 Kirk Ave,-76.15220294,43.02820445,1600,268,2
300 Atlantic Ave,-76.15306885,43.01091869,1600,54,2
3013 Erie Blvd E,-76.08664464,43.05611701,1600,227,2
311-19 Midler Ave N,-76.10634669,43.0740321,1600,54,2
312-14 Matson Ave W,-76.14952264,43.01316834,1600,54,2
326 Apple St,-76.178209,43.05142276,1600,62,2
346 Fellows Ave,-76.11590065,43.03767806,1600,55,2
402 Bradford Pkwy,-76.10249378,43.03577659,1600,55,2
403 Hartson St,-76.18048305,43.03610001,1600,107,2
427 Hawley Ave,-76.13780756,43.0534639,1600,157,2
429 Tompkins St,-76.18524177,43.04642537,1600,58,2
431 Mountainview Ave,-76.09700851,43.05107063,1600,55,2
502 Walnut Ave,-76.13279944,43.04616712,1600,159,2
529-35 Salina St N,-76.15275762,43.0582716,1600,227,2
604 Colvin St W & Kirkwood Pl,-76.15319505,43.02392159,1600,55,2
621 Midler Ave S & Simon Dr,-76.10387804,43.05653463,1600,92,2
806 Crawford Ave,-76.11128169,43.03129727,1600,83,2
810 Stinard Ave,-76.17248283,43.01974325,1600,120,2
937 Cumberland Ave,-76.11260694,43.02809775,1600,54,2
3532 James St & Milford Dr E,-76.0970549,43.06883809,1605.8,71,2
818 Hazelwood Ave,-76.09349797,43.05159977,1620,79,2
814 Butternut St & Schneider,-76.14460564,43.06206593,1622,177,2
460 Shonnard St,-76.17090578,43.04126102,1625,150,2
1401-11 Salina St S & Martin Luther E,-76.14866586,43.03281181,1629,107,2
211 Jefferson St W  C-100,-76.154086,43.046469,1633,307,2
1220 Cumberland Ave,-76.11279561,43.02284365,1638,64,2
605 Park Ave,-76.16712046,43.05151539,1642,105,2
134 Ashdale Ave,-76.1085887,43.0697451,1649,115,2
109 Sunstruck Dr,-76.12172987,43.05868182,1650,54,2
113 Hier Ave,-76.14119724,43.06373054,1650,102,2
131 Intrepid Ln,-76.12949238,43.00375906,1650,109,2
209 Grumbach Ave,-76.14027869,43.06456052,1650,83,2
216 Nichols Ave,-76.10435588,43.06581187,1650,55,2
277 Reed Ave,-76.18092983,43.02729648,1650,58,2
526 Robineau Rd,-76.17116933,43.01768416,1650,54,2
716 Caleb Ave,-76.10623331,43.05935407,1650,55,2
212 Euclid Ave & Ostrom Aly,-76.12943712,43.03596462,1660,68,2
311 Strathmore Dr,-76.17306297,43.02000951,1662,55,2
1007 Lancaster Ave,-76.12271022,43.03183688,1668,224,2
200 Westminster Ave,-76.1205785,43.03269007,1670,58,2
1509 Park St to Pastime Dr,-76.15982129,43.06852964,1675,69,2
109 Stacy Pl,-76.15111214,42.99515741,1680,80,2
126 Dorset Rd,-76.12539039,43.03368438,1680,50,2
314-24 Norwood Ave,-76.10992052,43.07402037,1680,55,2
728 Crawford Ave,-76.1106291,43.03252811,1684,55,2
353 Wadsworth St,-76.13982795,43.07375798,1685,55,2
301 Lodi St & Burnet Ave & Oa,-76.13405032,43.05234145,1694,191,2
715 Mountainview Ave & Smith,-76.09111783,43.05138148,1696,55,2
904-26 Genesee St W & Sand St To,-76.1686687,43.05403113,1696,210,2
1005 Caleb Ave & Nichols Ave,-76.10327947,43.0605653,1700,55,2
104 Buckingham Ave,-76.12253708,43.03328729,1700,104,2
106 Genesee Pkwy E,-76.09218572,43.0421309,1700,55,2
108 Lawrence St,-76.15046383,43.06920509,1700,123,2
111 Channing Pl,-76.1423105,42.9977072,1700,68,2
113 Hatch St,-76.15345637,43.0226078,1700,68,2
